ジャンルID,パス名,商品属性定義書,商品属性定義詳細グループ,項目名（日本語）,必須/任意,入力方式,推奨値・選択肢の有無,入力フォーマット,最大文字数,日付形式,単位有無,楽天推奨単位,楽天推奨単位一覧,複数値可不可,区切り入力最大数,最小値,最大値,商品ページ内同一値登録対象,並び順
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,29
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,30
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,31
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,32
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,33
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,寝具のサイズ,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,3
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,5
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,オーガニック認証機関・基準,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,6
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,7
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,シリーズ名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,8
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,ブランド名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,9
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,ホット,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,10
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,原産国／製造国,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,11
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,自然派志向,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,12
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,寝具の織り,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,13
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,素材（生地・毛糸）,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,14
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,注文方法,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,15
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,枚数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,16
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,柄,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,17
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,防滴・防水機能,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,19
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,本体縦幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm,不可,-,0,999999999,-,20
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,防虫・防ダニ,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,21
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,抗菌加工,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,22
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,消臭・防臭,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,23
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,冷感・クール,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,24
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,低反発機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,25
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,高反発,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,26
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,吸湿,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,27
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,洗濯表示,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,可,10,-,-,-,28
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,29
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,30
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,31
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,32
567565,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 毛布カバー,寝具,寝具カバー・シーツ,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,33
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,原産国／製造国,必須,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,3
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,アイテム数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,5
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,キャスター付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,6
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,7
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,自然派志向,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,8
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,組立状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,9
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,注文方法,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,10
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,個数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,11
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,本体奥行,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,13
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,14
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,素材,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,15
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,16
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,17
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,18
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,19
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,インテリアのテイスト,商品ページ用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,20
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,オーガニック認証機関・基準,商品ページ用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,21
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,22
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,キャラクター,商品ページ用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,23
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,シーズン,商品ページ用任意,記述式,あり,STRING,50,-,-,-,-,可,5,-,-,-,24
567532,インテリア・寝具・収納 >> 寝具 >> 着る毛布,小物・ファブリック,小物・ファブリック・その他（インテリア・寝具・収納用品）,シリーズ名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,25
